performer,title,tempoclass,rhythmfeel,key,signature,chord_changes
Steve Coleman,The Oracle,MEDIUM SLOW,LATIN,Bb-min,3/4,"A1: ||Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  ||
B1: ||Eb-  |C-  |Bj7911#  |Bb-  |Eb-  |Bj7911#  |Eb-  |Bj7911#  |G-7  |F#j7  |Bj7  |Bbj7911#  ||"
Steve Coleman,The Oracle,MEDIUM SLOW,LATIN,Bb-min,3/4,A1: ||Bb-   ||
Dexter Gordon,The Rainbow People,MEDIUM,SWING,Eb-maj,4/4,"A1: ||Eb F-7 |G-7 F-7 |G-7 F-7 |F#-7 B7 |F-7   |Bb7   |Ebj7 C7 |F-7 Bb7 ||
A2: ||Ebj7 F-7 |G-7 F-7 |G-7 F-7 |F#-7 B7 |F-7   |Bb7   |Eb Db7 |B-7 E7 ||
B1: ||Bb-7   |Eb7   |Am7b5   |Ab7   |G7   |C7   |F7   |Bb7   ||
A3: ||Ebj7 F-7 |G-7 F-7 |G-7 F-7 |F#-7 B7 |F-7   |Bb7   |Eb C7 |F-7 Bb7 ||"
Gerry Mulligan,The Red Door,UP,SWING,G-maj,4/4,"A1: ||G   |C-7 F7 |G   |C-7 F7 |Bb   |A-7 D7 |G   |A-7 D7 ||
A2: ||G   |C-7 F7 |G   |C-7 F7 |Bb   |A-6 D7 |G   |G7   ||
B1: ||C-   |Ab7 G7 |C-   |Ab7 G7 |Eb   |F-7 Bb7 |Eb7   |A-7 D7 ||
A3: ||G   |C-7 F7 |G   |C-7 F7 |Bb   |A-7 D7 |G   |A-7 D7 ||"
Lee Morgan,The Sidewinder,MEDIUM UP,LATIN,Eb-maj,4/4,A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Ab7   |Ab7   |Eb7   |Eb7   |Eb7   |Eb7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   ||
Joe Henderson,The Sidewinder,MEDIUM UP,LATIN,Eb-maj,4/4,A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Ab7   |Ab7   |Eb7   |Eb7   |Eb7   |Eb7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   ||
Fats Navarro,The Skunk,MEDIUM UP,SWING,Db-maj,4/4,A1: ||Db7   |Gb7   |Db7   |Db7   |Gb7   |Gb7   |Db7   |Bb7   |Eb7   |Ab7   |Db7   |Ab7   ||
Chet Baker,There Will Never Be Another You,MEDIUM UP,SWING,F-maj,4/4,"A1: ||Fj7   |Fj7   |Em7b5   |A7   |D-7   |D-7   |C-7   |F7   ||
B1: ||Bbj7   |Eb7911#   |Fj7   |D-7   |G7   |G7   |G-7   |C7   ||
A2: ||Fj7   |Fj7   |Em7b5   |A7   |D-7   |D-7   |C-7   |F7   ||
C1: ||Bbj7   |Eb7911#   |Fj7   |Bm7b5 E7 |Fj7 Bb7 |A-7 D7 |G-7 C7 |Fj7 C7 ||
I1: ||NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   ||"
Chet Baker,There Will Never Be Another You,MEDIUM UP,SWING,F-maj,4/4,"A1: ||Fj7   |Fj7   |Em7b5   |A7   |D-7   |D-7   |C-7   |Bb7   ||
B1: ||Bbj7   |Eb7911#   |Fj7   |D-7   |G7   |G7   |G-7   |C7   ||
A2: ||Fj7   |Fj7   |Em7b5   |A7   |D-7   |D-7   |C-7   |F7   ||"
David Liebman,There Will Never Be Another You,MEDIUM UP,SWING,Eb-maj,4/4,"A1: ||Ebj7   |Ebj7   |Dm7b5   |G79b   |C-7   |C-7   |Bb-7   |Eb7   |Abj7   |Fm7b5 Bb7 |Ebj7   |C-7   |F7   |F7   |F-7   |Bb7   ||
B1: ||Ebj7   |Ebj7   |Dm7b5   |G79b   |C-7   |C-7   |Bb-7   |Eb7   |Abj7   |Fm7b5 Bb7 |Ebj7   |G-7 C7 |Ebj7 D7 |G7 C7 |F-7 Bb7 |Eb6 Bb7 ||"
Gerry Mulligan,This Can't Be Love,UP,SWING,Ab-maj,4/4,"A1: ||Ab6   |Ab6   |Db7   |Db7   |Abj7   |F-7   |Bb-7   |Eb7   ||
A2: ||Ab6   |Ab6   |Db7   |Db7   |C-7 F-7 |Bb-7 Eb7 |Abj7   |Abj7   ||
B1: ||G-7   |C7   |F-7   |F-7   |Cm7b5   |F7alt   |Bb7   |Eb7   ||
A3: ||Abj7   |Abj7   |Db7   |Db7   |C-7 F-7 |Bb-7 Eb7 |Ab6   |Bb-7 Eb7 ||"
Cannonball Adderley,This Here,MEDIUM UP,SWING,F-maj,3/4,A1: ||F7  |F7  |F7  |F7  |F7  |F7  |F7 NC |NC  |Bb7  |Bb7  |Bb7  |Bb7  |F7  |F7  |F7  |F7  |Bb7  |Bb7  |Bb7 A7 |A7  |Ab7  |Ab7  |G7  |G7  |Ab7  |Ab7  |G7  |C7  |F7  |F7  |F7  |F7  ||
Branford Marsalis,Three Little Words,UP,SWING,C-maj,4/4,"A1: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |D-7   |G7   ||
A2: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |D-7   |G7   ||
B1: ||G-7   |G-7   |Csus79   |C7   |Fj7   |Fj7   |Bb7 A7 |Ab7 G7 ||
A3: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |C6   |D-7 G7 ||"
Charlie Parker,Thriving on a Riff,UP,SWING,Bb-maj,4/4,"A1: ||Bb G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 Bb7 |Eb7 Ab7 |D-7 G7 |C-7 F7 ||
A2: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 Bb7 |Eb7 Ab7 |C-7 F7 |Bbj7   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 Bb7 |Eb7 Ab7 |C-7 F7 |Bbj7   ||"
Benny Goodman,Tiger Rag,UP,SWING,Ab-maj,4/4,"A1: ||Ab   |Ab   |Ab   |Ab   |Ab   |Ab   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab   |Ab   ||
B1: ||Ab   |Ab   |Ab   |Ab   |Ab7   |Ab7   |Db   |Db   |Db   |Db-   |Ab   |F7   |Bb7   |Eb7   |Ab   |Ab   |Ab   |Ab   ||"
Benny Goodman,Tiger Rag,UP,SWING,Ab-maj,4/4,"A1: ||Ab   |Ab   |Ab   |Ab   |Ab   |Ab   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab   |Ab   ||
B1: ||Ab   |Ab   |Ab   |Ab   |Ab7   |Ab7   |Db   |Db   |Db   |Db-   |Ab   |F7   |Bb7   |Eb7   |Ab   |Ab   |Db   |Db-   |Ab   |F7   |Bb7   |Eb7   |Ab   |Ab   |Ab   ||"
Kai Winding,Tiny's Blues,UP,SWING,F-maj,4/4,A1: ||F7   |F7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G7   |C7   |F7   |C7   ||
Chris Potter,Togo,MEDIUM,FUNK,F-min,4/4,A1: ||G-7   ||
Joe Henderson,Totem Pole,MEDIUM,SWING,Eb-min,4/4,"A1: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb- Bb7 ||
A2: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79   ||
B1: ||Bb-7   |Eb7   |Abj7   |Abj7   |Ab-7   |Db7   |Gbj7   |Bb+79   ||
A3: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Bb7   ||"
Lee Morgan,Totem Pole,MEDIUM,SWING,Eb-min,4/4,"A1: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79 Bb7 ||
A2: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79   ||
B1: ||Bb-7   |Eb7   |Abj7   |Abj7   |Ab-7   |Db7   |Gbj7   |Bb+79   ||
A3: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79 Bb7 ||"
Miles Davis,Trane's Blues,MEDIUM UP,SWING,Bb-maj,4/4,"A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C-7   |F7   |Bb7   |C-7 F7 ||
A2: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C-7   |F7   |Bb7   |C-7 F7 ||"
John Coltrane,Trane's Blues,MEDIUM UP,SWING,Bb-maj,4/4,A1: ||Bb7 NC  |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C-7   |F7   |Bb7   |C-7 F7 ||
Miles Davis,Tune Up,UP,SWING,D-maj,4/4,"A1: ||E-7   |A7   |Dj7   |Dj7   |D-7   |G7   |Cj7   |Cj7   |C-7   |F7   |Bbj7   |Ebj7   |E-7   |F7   |Bbj7   |E-7 A79# ||
A2: ||E-7   |A7   |Dj7   |Dj7   |D-7   |G7   |Cj7   |Cj7   |C-7   |F7   |Bbj7   |Ebj7   |E-7   |A7   |Dj7   |E-7 A79# ||"
Chet Baker,Two's Blues,UP,SWING,G-min,4/4,A1: ||G-7   |G-7   |G-7   |G-7   |C-7   |C-7   |G-7   |G-7   |Eb7alt   |D7   |G-7   |D7 C-7 ||
Branford Marsalis,U.M.M.G.,UP,SWING,Db-maj,4/4,"A1: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Db-7   |Gb7   ||
A2: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Ab-7 Db7 |Ab-7 Db7 ||
B1: ||Gm7b5   |C79b   |Fj7   |Fj7   |Abm7b5   |Db79b   |Gb-   |Ab7   ||
A3: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7   |Db6   |Dbo7   |Db6   ||"
Joe Henderson,U.M.M.G.,UP,SWING,Db-maj,4/4,"A1: ||Fm7b5   |Bb7   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Db-7   |Gb7   ||
A2: ||Fm7b5   |Bb7   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Ab-7 Db7 |Ab-7 Db7 ||
B1: ||Gm7b5   |C79b   |Fj7   |Fj7   |Abm7b5   |Db79b   |Gb-   |Ab7   ||
A3: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7   |Db6   |Dbo   |Db6   ||"
Wynton Marsalis,U.M.M.G.,UP,SWING,Db-maj,4/4,"A1: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Db-7   |Gb7   ||
A2: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Ab-7 Db7 |Ab-7 Db7 ||
B1: ||Gm7b5   |C79b   |Fj7   |Fj7   |Abm7b5   |Db79b   |Gb-7   |Ab7   ||
A3: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7   |Db6   |Dbo   |Db6   ||"
Don Byas,Un Amour Pleurait,MEDIUM SLOW,SWING,F-maj,4/4,"A1: ||F/C Dbo |D- G-7 |C7 G-7 C7|Fj7   |Fj7 A7 |D-7 Dbo |C7 G-7 C7|Fj7   ||
A2: ||F/C Dbo |D-7 G-7 |C7 G-7 C7|Fj7   |A7   |D-7 Dbo |C7   |F F7 ||
B1: ||Bb   |Eb C-7 |F7 C-7 F7|Bb   |Bb Do |Ebj7 Ab7 |Bb F |Bb F G7 C7||
C1: ||C/F Dbo |D-7 G-7 |C7   |Fj7   |A7   |D-7   |C7 G-7 C7|Fj7   |Fj7  NC||"
Roy Eldridge,Undecided,UP,SWING,Bb-maj,4/4,"A1: ||Bb6   |Bb6   |Eb79   |Eb79   |C7   |C-7 F7 |Bb6 G7 |C-7 F7 ||
A2: ||Bb6   |Bb6   |Eb79   |Eb79   |C7   |C-7 F7 |Bb6   |Bb6   ||
B1: ||F-7 Bb7 |Bb7   |Eb6   |Eb6   |G-7 C7 |C7   |F7   |F7   ||
A3: ||Bb6   |Bb6   |Eb79   |Eb79   |C7   |C-7 F7 |Bb6   |Bb6   ||"
Miles Davis,Vierd Blues,MEDIUM,SWING,Bb-maj,4/4,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G79b   |C-   |F7   |Bb7 G79b |C-7 F7 ||
Sonny Rollins,Vierd Blues,MEDIUM,SWING,Bb-maj,4/4,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C7   |F7   |Bb7   |F7   ||
Miles Davis,Walkin',MEDIUM,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |G-7 C7 ||
J.J. Johnson,Walkin',MEDIUM,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |F7   |G-7   |C7   |F7   |G-7 C7 ||
Gerry Mulligan,Walking Shoes,MEDIUM,SWING,G-maj,4/4,"A1: ||G   |C7   |G   |F7 E-7 |A-7   |C#-7 F#7 |G Go |A-7 D7 ||
A2: ||G   |C7   |G   |F7 E-7 |A-7   |C#-7 F#7 |G Go |A-7 D7 ||
B1: ||F#-7   |B7   |E-   |F#-7 B7 |E-   |A7   |A-7   |D7   ||
A3: ||G   |C7   |G   |F7 E7 |Eb7 D7 |A-7 D7 |G   |A-7 D7 |G   |G   |G   ||"
Milt Jackson,What's New,SLOW,SWING,C-maj,4/4,"B1: ||F6   |Eb-7 Ab7 |Dbj7   |Gm7b5 C7 |F-7 Dm7b5 |Gm7b5 C7 |F-6   |Dm7b5 G7 ||
A3: ||C6   |Bb-7 Eb7 |Abj7   |Dm7b5 G7 |C-7 Am7b5 |Dm7b5 G7 |C6 A-7 ||"
Ben Webster,Where or When,MEDIUM SLOW,SWING,Ab-maj,4/4,"A1: ||Abj7   |Abj7   |Abo7   |Abj7   |Dbj7   |Dbj7   |Dbj7   |Bb-7 Ebsus79 |D7 F7 |Bb7 Eb7 ||
A2: ||Abj7   |Abj7   |Abo7   |Abj7   |Dbj7   |Dbj7   |Dbj7   |Bb-7 Ebsus79 |G-7   |C7   ||
B1: ||F-7   |Bb7   |G-7   |C7   |F-7   |Bb7   |Bb7 E7911# |Eb7   ||
A3: ||Abj7   |D-7 G7 |Db7911# C7 |F-7   |Bb-7   |C-7 F7 |Bb-7   |F7   |Bb-7   |Eb7   |Ab69   |Ab69   ||
I1: ||NC   ||"
Lionel Hampton,Whispering,MEDIUM SLOW,SWING,Eb-maj,4/4,"A1: ||Eb   |D7   |Eb   |C+7 C7 |F7   |Bb7   |Eb   |Bb7   ||
A2: ||Eb   |D7   |Eb   |C+7 C7 |F7   |Bb7   |F-7 Bb7 |Eb   ||
I1: ||Eb   ||"
Benny Goodman,Whispering,UP,SWING,Eb-maj,4/4,"A1: ||Eb   |Eb   |D7   |D7   |Eb   |Eb   |C+7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb   |Eb   |Bb7   |Bb+7   ||
A2: ||Eb   |Eb   |D7   |D7   |Eb   |Eb   |C+7   |C7   |F7   |F7   |Bb7   |Bb7   |F-7   |Bb7   |Eb   |F-7 Bb7 ||
I1: ||Eb   |Eb   ||"
Kid Ory,Who's it,UP,TWOBEAT,C-maj,4/4,"A1: ||C   |A7   |D7   |D7   |G7   |G7   |C   |G7   |C   |C   |G   |G   |A-   |D7   |G7   |G7   ||
B1: ||C   |A7   |D7   |D7   |D-6   |E7   |A-   |C7   |F   |F   |C   |A7   |D-7   |G7   |C   |C   |C   |C   ||"
Joe Lovano,Work,UP,SWING,G-min,4/4,"A1: ||C#7   |C#7   |F#7   |F#7   |F7 E7 |Eb7   |D7   |D7   ||
A2: ||C#7   |C#7   |F#7   |F#7   |F7 E7 |Eb7   |D7   |D7   ||
B1: ||D-7 G7 |G7alt   |C7   |C7   |C-7   |C-7   |E7 A7 Ab7|D7   ||
A3: ||C#7   |C#7   |F#7   |F#7   |F7 E7 |Eb7   |D7   |D7   ||"
Steve Lacy,Work,MEDIUM UP,SWING,,4/4,"A1: ||Db7   |Db7   |Gb7   |Gb7   |F7 E7 |Eb7   |D7   |D7   ||
A2: ||Db7   |Db7   |Gb7   |Gb7   |F7 E7 |Eb7   |D7   |D7   ||
B1: ||D-7 G7 |G7   |C7   |C7   |C-7   |F7   |E7 A7913b |Ab7alt   ||
A3: ||Db7   |Db7   |Gb7   |Gb7   |F7 E7 |Eb7   |D7   |D7   ||"
Nat Adderley,Work Song,MEDIUM UP,SWING,F-min,4/4,A1: ||F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |G7   |C7   |F-7   |F-7   |F-7   |F-7   |F7   |Bb7   |G7 C7 |F-7   ||
Cannonball Adderley,Work Song,MEDIUM UP,SWING,F-min,4/4,A1: ||F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |G7   |C7   |F-7   |F-7   |F-7   |F-7   |F7   |Bb7   |G7 C7 |F-7   ||
Warne Marsh,Wow,MEDIUM UP,SWING,F-maj,4/4,"A1: ||G-   |C7   |F   |A- Abj7 |Gj7   |E79b   |A-   |D- D7 ||
A2: ||G-   |C79b   |F   |A- Abj7 |Gj7   |C7   |F C |F   |A- Abj7 ||"
Lee Konitz,Wow,MEDIUM UP,SWING,F-maj,4/4,"A1: ||G-7   |C7   |F6   |A- Abj7 |Gj7   |Gb-7   |F6   |F#o   ||
B1: ||G-7   |C7   |F6   |A-7 Abj7 |Gj7   |Gb-7   |Fj7   |Fj7   ||
I1: ||C-   ||"
Charlie Parker,Yardbird Suite,UP,SWING,C-maj,4/4,"A1: ||C6   |F-7 Bb7 |C7 Bb7 |A7   |D7   |G7   |E-7 A7 |D-7 G7 ||
A2: ||C6   |F-7 Bb7 |C7 Bb7 |A7   |D7   |G7   |C6   |F#m7b5 B79b ||
B1: ||E-7   |F#m7b5 B79b |E-7   |A7   |D-7   |Em7b5 A7 |D7   |D-7 G7 ||
A3: ||C6   |F-7 Bb7 |C7 Bb7 |A7   |D7   |G7   |C6   |D-7 G7 ||"
J.J. Johnson,Yesterdays,MEDIUM,SWING,D-min,4/4,"A1: ||D-   |Em7b5 A79b |D-   |Em7b5 A79b |D- D-/C# |D-/C   |Bm7b5   |E7   ||
B1: ||A+7   |D7   |G7   |C7   |C-7 F7 |Bbj7   |Em7b5   |A79b   ||"
Don Ellis,You Stepped Out of a Dream,MEDIUM UP,SWING,D-maj,4/4,"A1: ||Dj7   |Dj7   |Ebj7   |Ebj7   |F7   |F7   |Bbj7   |Bbj7   |A-7   |D7   |Gj7   |Gj7   |B-7   |E7   |F-7 Bb7 |E-7 A7 ||
B1: ||Dj7   |Dj7   |Ebj7   |Ebj7   |F7   |F7   |Ab7   |G7    |Em7b5   |A7   |F#-7   |B7   |E-7   |A7   |Dj7   |Dj7 NC ||"
Don Ellis,You Stepped Out of a Dream,UP,SWING,D-maj,4/4,"A1: ||Dj7   |Dj7   |Ebj7   |Ebj7   |F7   |F7   |Bbj7   |Bbj7   |A-7   |D7   |Gj7   |Gj7   |B-7   |E7   |F-7 Bb7 |E-7 A7 ||
B1: ||Dj7   |Dj7   |Ebj7   |Ebj7   |F7   |F7   |Ab7   |G7   |Em7b5   |A7   |F-7   |Bb7   |E-7   |A7   |Dj7   |Dj7   ||"
Bob Berg,You and the Night and the Music,MEDIUM UP,LATIN,G-min,4/4,"A1: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5   |G79b   |Cj7   |Dm7b5 G7 ||
A2: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5   |G79b   |Cj7   |C7   ||
B1: ||Ab7   |Am7b5 D79b |G7   |G7   |Ab7   |Am7b5 D79b |G7 Ab7 |G7 Db7911# ||
A3: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5 G79b |C-7 Am7b5 |Ab7 G7 |C-69   ||"
Pepper Adams,You'd Be So Nice to Come Home to,MEDIUM SLOW,SWING,C-maj,4/4,A1: ||A-6   ||
Chet Baker,You'd Be So Nice to Come Home to,UP,SWING,G-min,4/4,A1: ||G-7   |A7 D7 |G-7   |G-7   |F-7   |Bb7   |Ebj7   |Ebj7   |Am7b5   |D7   |Gbo7   |G-7   |Em7b5   |A7   |Am7b5   |D7   ||
Wynton Marsalis,You're My Everything,MEDIUM,SWING,B-maj,4/4,"A1: ||Bj7   |Bj7   |F-7 Bb7 |Eb-7 Ab7 |Db-7   |Db-7   |Gb7   |E-   |Eb-7   |D-7 G79 |D-7   |Bb-7 Eb7 |Ab-7   |Db79   |Db-7   |Gb7   ||
B1: ||Bj7   |Bj7   |F-7 Bb7 |Eb-7 Ab7 |Db-7   |Db-7   |Bbm7b5   |Eb7   |Ab-7 G7913 |Gb-7 B7 |Ej7   |A79   |Eb-7 D-7 |Db-7 Gb7 |Gj7   |Gj7   ||"
